"STATION","NAME","DATE","AWND","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WDF2","WDF5","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-02",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-03",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-04",,,,"0.00",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-05",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-06",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-07",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-08",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-09",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-10",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-11",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-12",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-13",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-14",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-15",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-16",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-17",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-18",,,,"0.24",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-19",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-20",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-21",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-22",,,,"0.06",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-07-23",,,,"0.46",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-01",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-02",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-03",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-04",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-05",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-06",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-07",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-08",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-09",,,,"0.09",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-10",,,,"0.00",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-11",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-12",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-13",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-14",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-15",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-16",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-17",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-18",,,,"0.00",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-19",,,,"0.19",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-20",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-21",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-22",,,,"1.50",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-24",,"    2","1.86",,,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-25",,,,"0.14",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-26",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-27",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-28",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-29",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-30",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-08-31",,,,"0.05",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-01",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-02",,,,"0.43",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-03",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-04",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-05",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-06",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-07",,,,"0.34",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-08",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-09",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-10",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-11",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-12",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-13",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-14",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-15",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-16",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-17",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-19",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-20",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-21",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-22",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-23",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-24",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-25",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-26",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-27",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-28",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-29",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-09-30",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-01",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-02",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-03",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-04",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-05",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-06",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-07",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-08",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-09",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-10",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-11",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-12",,,,"0.00",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-13",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-14",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-15",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-16",,,,"1.94",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-17",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-18",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-19",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-20",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-21",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-22",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-25",,"    3","2.50",,,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-26",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-27",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-10-29",,"    2","3.08",,,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-11-01",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-11-02",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-11-03",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-11-04",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-11-05",,,,"0.84",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-11-06",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-11-08",,"    2","0.03",,,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-11-09",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-11-11",,,,"0.40",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-11-15",,"    4","0.76",,,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-11-27",,"   12","3.19",,,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-01",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-02",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-03",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-04",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-05",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-06",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-07",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-08",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-09",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-10",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-11",,,,"1.96",,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-14",,"    3","0.28",,,,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-15",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-16",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-17",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-18",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-19",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-20",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-21",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-22",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-23",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-24",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-25",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-26",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-27",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-28",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-29",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-30",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2022-12-31",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0002","PARIS 4.5 NNE, TX US","2023-01-01",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-01",,,,"0.12","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-02",,,,"0.88","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-03",,,,"0.00",,,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-04",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-05",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-06",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-07",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-08",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-09",,,,"0.09","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-10",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-11",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-12",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-13",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-14",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-15",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-16",,,,"0.06","0.9",,,,,,,"0.1",,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-17",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-18",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-19",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-20",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-21",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-22",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-23",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-24",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-25",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-26",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-27",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-28",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-29",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-30",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-01-31",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-01",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-02",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-03",,,,"0.91","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-04",,,,"0.69","0.9",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-05",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-06",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-07",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-08",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-09",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-10",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-11",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-12",,,,"0.05","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-13",,,,"0.01","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-14",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-15",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-16",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-17",,,,"0.22","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-18",,,,"0.01","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-19",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-20",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-21",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-22",,,,"1.03","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-23",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-24",,,,"0.12","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-25",,,,"0.07","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-26",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-27",,,,"0.14","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-02-28",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-01",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-02",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-03",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-04",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-05",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-06",,,,"0.03","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-07",,,,"0.26","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-08",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-09",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-10",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-11",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-12",,,,"0.10","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-13",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-14",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-15",,,,"1.57","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-16",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-17",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-18",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-19",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-20",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-21",,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-22",,,,"1.12","0.0",,,,,,,,,,,,,,,
"US1TXLM0008","PARIS 4.2 NE, TX US","2022-03-23",,,,"0.00","0.0",,,,,,,,,,,,,,,
